,text_1,english,polarity,score
901,program kelola sampah makassar bagus bantu,Makassar waste management program is good to help,0.25,positif
902,harap kelola sampah,please manage waste,-0.2,negatif
903,program kelola sampah makassar bagus bantu,Makassar waste management program is good to help,0.25,positif
904,tingkat kelola sampah kota,level of city waste management,-0.2,negatif
905,sadar masyarakat sampah sosialisasi,aware of the social waste of society,0.027777778,positif
906,bank sampah dorong jaga lingkung,Waste bank encourages environmental protection,-0.2,negatif
907,kurang sampah plastik hasil,less plastic waste results,-0.183333333,negatif
908,program kelola sampah efektif,effective waste management program,0.2,positif
909,sadar masyarakat sampah sosialisasi,aware of the social waste of society,0.027777778,positif
910,kelola sampah makassar tingkat,manage waste Makassar level,-0.2,negatif
911,program kelola sampah makassar bagus bantu,Makassar waste management program is good to help,0.25,positif
912,sosialisasi daur ulang sampah tingkat,socialization of level waste recycling,-0.2,negatif
913,kampanye kelola sampah bagus masyarakat,community good waste management campaign,0.25,positif
914,program kelola sampah efektif,effective waste management program,0.2,positif
915,tingkat kelola sampah kota,level of city waste management,-0.2,negatif
916,sampah plastik kelola,manage plastic waste,-0.2,negatif
917,sampah mudah masyarakat,society's easy trash,0.433333333,positif
918,tingkat kelola sampah kota,level of city waste management,-0.2,negatif
919,sampah sera pinggir jalan ganggu,roadside rubbish is a nuisance,0,netral
920,sampah sungai atas tindak nyata,river waste for real action,-0.025,negatif
921,ubah kelola sampah masalah,change the waste management problem,-0.2,negatif
922,kerjasama warga bersih lingkung kuat,Collaboration between citizens with a clean environment is strong,0.4,positif
923,sampah plastik kelola,manage plastic waste,-0.2,negatif
924,perintah serius tangan sampah kota,the serious command of the city's trash hand,-0.333333333,negatif
925,kampanye kelola sampah bagus masyarakat,community good waste management campaign,0.25,positif
926,program kelola sampah efektif,effective waste management program,0.2,positif
927,program kelola sampah efektif,effective waste management program,0.2,positif
928,moga perintah konsisten kelola sampah kota,Hopefully the order will be consistent in managing city waste,0.025,positif
929,program edukasi kurang sampah plastik manfaat,educational program for less plastic waste benefits,-0.038888889,negatif
930,sampah sungai atas tindak nyata,river waste for real action,-0.025,negatif
931,sosialisasi daur ulang sampah tingkat,socialization of level waste recycling,-0.2,negatif
932,program edukasi kurang sampah plastik manfaat,educational program for less plastic waste benefits,-0.038888889,negatif
933,moga perintah konsisten kelola sampah kota,Hopefully the order will be consistent in managing city waste,0.025,positif
934,sampah plastik dominasi solusi efektif,"plastic waste dominates, effective solution",0.2,positif
935,tumpu sampah angkut bermingguminggu,dumped trash for weeks,0,netral
936,sosialisasi daur ulang sampah tingkat,socialization of level waste recycling,-0.2,negatif
937,program kelola sampah efektif,effective waste management program,0.2,positif
938,sampah plastik kelola,manage plastic waste,-0.2,negatif
939,program edukasi kurang sampah plastik manfaat,educational program for less plastic waste benefits,-0.038888889,negatif
940,senang bank sampah lingkung,happy environmental waste bank,0.3,positif
941,tingkat kelola sampah kota,level of city waste management,-0.2,negatif
942,tingkat kelola sampah kota,level of city waste management,-0.2,negatif
943,ubah kelola sampah masalah,change the waste management problem,-0.2,negatif
944,harap kelola sampah,please manage waste,-0.2,negatif
945,moga tingkat fasilitas kelola sampah lingkung,hopefully the level of environmental waste management facilities,-0.2,negatif
946,sampah plastik kelola,manage plastic waste,-0.2,negatif
947,sampah plastik dominasi solusi efektif,"plastic waste dominates, effective solution",0.2,positif
948,tingkat kelola sampah kota,level of city waste management,-0.2,negatif
949,senang bank sampah lingkung,happy environmental waste bank,0.3,positif
950,program kelola sampah makassar bagus bantu,Makassar waste management program is good to help,0.25,positif
951,moga tingkat fasilitas kelola sampah lingkung,hopefully the level of environmental waste management facilities,-0.2,negatif
952,program edukasi daur ulang masyarakat,community recycling education program,0,netral
953,kelola sampah makassar tingkat,manage waste Makassar level,-0.2,negatif
954,sampah orang buang sampah sembarang,people throw rubbish at random,-0.5,negatif
955,kelola sampah makassar tingkat,manage waste Makassar level,-0.2,negatif
956,kampanye kelola sampah bagus masyarakat,community good waste management campaign,0.25,positif
957,sampah sera pinggir jalan ganggu,roadside rubbish is a nuisance,0,netral
958,bank sampah langkah edukasi lanjut,waste bank further educational steps,0.016666667,positif
959,program lingkung wilayah,regional environmental program,0,netral
960,harap kelola sampah,please manage waste,-0.2,negatif
961,program edukasi daur ulang masyarakat,community recycling education program,0,netral
962,sadar masyarakat sampah sosialisasi,aware of the social waste of society,0.027777778,positif
963,kelola sampah makassar tingkat,manage waste Makassar level,-0.2,negatif
964,program lingkung wilayah,regional environmental program,0,netral
965,ubah kelola sampah masalah,change the waste management problem,-0.2,negatif
966,program edukasi daur ulang masyarakat,community recycling education program,0,netral
967,sampah plastik kelola,manage plastic waste,-0.2,negatif
968,sadar masyarakat sampah sosialisasi,aware of the social waste of society,0.027777778,positif
969,program edukasi kurang sampah plastik manfaat,educational program for less plastic waste benefits,-0.038888889,negatif
970,bank sampah langkah edukasi lanjut,waste bank further educational steps,0.016666667,positif
971,bank sampah dorong jaga lingkung,Waste bank encourages environmental protection,-0.2,negatif
972,moga perintah konsisten kelola sampah kota,Hopefully the order will be consistent in managing city waste,0.025,positif
973,sosialisasi daur ulang sampah tingkat,socialization of level waste recycling,-0.2,negatif
974,bank sampah dorong jaga lingkung,Waste bank encourages environmental protection,-0.2,negatif
975,sosialisasi daur ulang sampah tingkat,socialization of level waste recycling,-0.2,negatif
976,kelola sampah makassar tingkat,manage waste Makassar level,-0.2,negatif
977,tumpu sampah angkut bermingguminggu,dumped trash for weeks,0,netral
978,sampah sungai atas tindak nyata,river waste for real action,-0.025,negatif
979,regulasi kurang sampah plastik,regulations on reducing plastic waste,-0.2,negatif
980,proses angkut sampah lambat bikin bau sedap,the process of transporting waste is slow and makes it smell delicious,0.166666667,positif
981,moga tingkat fasilitas kelola sampah lingkung,hopefully the level of environmental waste management facilities,-0.2,negatif
982,sampah sungai atas tindak nyata,river waste for real action,-0.025,negatif
983,sampah plastik dominasi solusi efektif,"plastic waste dominates, effective solution",0.2,positif
984,proses angkut sampah lambat bikin bau sedap,the process of transporting waste is slow and makes it smell delicious,0.166666667,positif
985,harap kelola sampah,please manage waste,-0.2,negatif
986,regulasi kurang sampah plastik,regulations on reducing plastic waste,-0.2,negatif
987,program edukasi daur ulang masyarakat,community recycling education program,0,netral
988,kerjasama warga bersih lingkung kuat,Collaboration between citizens with a clean environment is strong,0.4,positif
989,ubah kelola sampah masalah,change the waste management problem,-0.2,negatif
990,sadar masyarakat rendah buang sampah sembarang,aware that low society people throw rubbish everywhere,0.125,positif
991,sadar masyarakat rendah buang sampah sembarang,aware that low society people throw rubbish everywhere,0.125,positif
992,perintah serius tangan sampah kota,the serious command of the city's trash hand,-0.333333333,negatif
993,program lingkung wilayah,regional environmental program,0,netral
994,kampanye kelola sampah bagus masyarakat,community good waste management campaign,0.25,positif
995,sampah mudah masyarakat,society's easy trash,0.433333333,positif
996,program edukasi kurang sampah plastik manfaat,educational program for less plastic waste benefits,-0.038888889,negatif
997,program kelola sampah efektif,effective waste management program,0.2,positif
998,kerjasama warga bersih lingkung kuat,Collaboration between citizens with a clean environment is strong,0.4,positif
999,sampah kost angkut pekan,weekend boarding house trash,0,netral
1000,proses olah sampah pilih efisien masyarakat golong primitif konteks andil olah sampah,waste processing processes choose to be efficient in primitive communities in the context of waste processing's contribution,-0.2,negatif
1001,,#VALUE!,0,netral
1002,daur ulang sampah anorganik,recycling inorganic waste,-0.2,negatif
1003,tampung padan,accommodate the match,0,netral
1004,bersih sudutsudut nya sampah kolom tol orang kalo malam sampah plastik,"clean the corners of people's toll column rubbish at night, plastic rubbish",0.366666667,positif
1005,sadar masyarakat makassar kelola sampah renda sampah sulit kendali urai masyarakat buang sampah sembarang cari lingkung,"Makassar people are aware that waste management is not easy to control, so people throw away trash wherever they want, looking for the environment",-0.055555556,negatif
1006,banyak sampah kota cinta tambah tonton sampah masuk buang sadar wabah sakit gunung sampah inovasi kait kelola sampah usaha tanggulang kurang plastik cipta lingkung bersih,lots of rubbish in the city of love add watch rubbish come in throw away aware of the mountain sickness epidemic rubbish innovation hook manage rubbish business respond less plastic create a clean environment,0.2375,positif
1007,hambur,scattered,0,netral
1008,sampah makassar serius rumit kota kelola sampah makassar alami kendala kurang sadar masyarakat buang sampah kurang fasilitas infrastruktur kelola sampah pada,"Makassar's waste is serious, complicated, the city of Makassar's waste management experiences problems, people are not aware enough to dispose of waste, there is a lack of infrastructure facilities for managing waste",-0.219791667,negatif
